UserId,product_list
14297,"[12407852, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442, 13039548]"
14304,"[11659740, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442, 13039548]"
14311,"[13038982, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442, 13039548]"
14316,"[12657510, 12406872, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442]"
14321,"[12360388, 13039538, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442]"
14339,"[12658252, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442, 13039548]"
14354,"[12658464, 13038920, 12371308, 13202644, 12371340, 12371342, 12407926, 14122744, 12407924, 11659542]"
14369,"[13039568, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442, 13039548]"
14380,"[11407382, 11603772, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442]"
14385,"[11659860, 12406874, 12658512, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540]"
14389,"[13039634, 12407802, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442]"
14397,"[13039586, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442, 13039548]"
14447,"[11659216, 11658982, 11659742, 11659578, 12658462, 12396562, 12658330, 11659092, 12371342, 11659090]"
14448,"[12657684, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442, 13039548]"
14473,"[11659210, 11659206, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442]"
14490,"[12371378, 12407728, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442]"
14495,"[11361056, 11460952, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442]"
14521,"[11659608, 12407772, 11659652, 12657364, 12657720, 11714574, 12657804, 12360426, 13039024, 14122832]"
14563,"[13039398, 13039768, 13039644, 13039792, 13039490, 13039780, 13038848, 12658192, 12657334, 12658488]"
14577,"[11659034, 11659448, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442]"
14603,"[11659860, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442, 13039548]"
14605,"[13039810, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442, 13039548]"
14606,"[12657360, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442, 13039548]"
14607,"[11659624, 11237196, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442]"
14610,"[13039650, 13039842, 11659552, 11659554, 11659764, 12658298, 12360426, 13039024, 14122832, 13039516]"
14613,"[12658078, 12658080, 11660126, 12407132, 11714462, 11407150, 11659934, 12360426, 13039024, 14122832]"
14615,"[13038820, 13038854, 12657568, 13038868, 13038856, 13038862, 12406882, 11659004, 11714428, 12657360]"
14627,"[12658456, 12658438, 12658252, 13039842, 11659578, 12657956, 13653602, 13039704, 13039598, 11659640]"
14648,"[11659112, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442, 13039548]"
14661,"[12657626, 12371322, 12406910, 11659242, 12406918, 12360426, 13039024, 14122832, 13039516, 12407770]"
14679,"[12657538, 11659158, 11659688, 12657430, 12657442, 12360426, 13039024, 14122832, 13039516, 12407770]"
14687,"[11659834, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442, 13039548]"
14701,"[11659020, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442, 13039548]"
14707,"[12407770, 12360418, 11407264, 11659568, 11659648, 12360426, 13039024, 14122832, 13039516, 12407770]"
14710,"[11659742, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442, 13039548]"
14712,"[12407040, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442, 13039548]"
14739,"[12658212, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442, 13039548]"
14788,"[12360420, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442, 13039548]"
14794,"[13039504, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442, 13039548]"
14806,"[12406890, 13038844, 12406882, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540]"
14833,"[12407188, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442, 13039548]"
14847,"[14122834, 13039052, 13039040, 11407134, 11659338, 12360426, 13039024, 14122832, 13039516, 12407770]"
14857,"[11659456, 12407536, 11659404, 11659454, 11659000, 12657426, 12360426, 13039024, 14122832, 13039516]"
14873,"[12396562, 12406914, 13038942, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540]"
14898,"[13038916, 12657534, 12371336, 12406996, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618]"
14903,"[11360776, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442, 13039548]"
14912,"[11659554, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442, 13039548]"
14942,"[11360934, 11145702, 11659412, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540]"
14946,"[13039574, 11658950, 12407038, 12657722, 12657714, 12658184, 11659090, 12658512, 12657642, 12657644]"
15006,"[12658384, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442, 13039548]"
15032,"[12995872, 12406908, 11659050, 11659826, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618]"
15047,"[12407028, 13039440, 13039448, 13039442, 12657556, 12360426, 13039024, 14122832, 13039516, 12407770]"
15048,"[12407620, 12371308, 12407006, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540]"
15062,"[13039792, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442, 13039548]"
15102,"[12658380, 12658492, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442]"
15112,"[11659918, 12407880, 13039650, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540]"
15146,"[11714538, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442, 13039548]"
15154,"[11361056, 12658512, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442]"
15160,"[12658262, 12658486, 12658302, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540]"
15168,"[13039900, 12658134, 12657552, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540]"
15169,"[11659288, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442, 13039548]"
15172,"[12407022, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442, 13039548]"
15184,"[11659126, 11659364, 12658512, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540]"
15195,"[11659298, 12995874, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442]"
15199,"[13064966, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442, 13039548]"
15224,"[12407154, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442, 13039548]"
15226,"[12407304, 13038932, 13038938, 12407356, 13038922, 12371326, 12371334, 12407312, 12657580, 12658524]"
15230,"[13038650, 12657532, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442]"
15235,"[13039080, 12657750, 12657808, 12658560, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618]"
15238,"[12360438, 12371372, 11148860, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540]"
15261,"[11659020, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442, 13039548]"
15265,"[12407528, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442, 13039548]"
15269,"[13039504, 13039514, 12360414, 12322668, 12407808, 11659740, 12371318, 12658418, 12658398, 12407790]"
15288,"[12658502, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442, 13039548]"
15298,"[12658526, 12658422, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442]"
15306,"[11360760, 12407924, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442]"
15327,"[13039664, 13039742, 12407770, 12407676, 12407678, 11460928, 12360420, 12658318, 12658332, 12658496]"
15329,"[11660138, 11660068, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442]"
15345,"[12322660, 12657620, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442]"
15353,"[13039454, 13650140, 13650058, 14122750, 12407450, 12407534, 14101712, 13650048, 13039634, 13039514]"
15367,"[12371378, 12658306, 12407792, 12360448, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618]"
15376,"[12406886, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442, 13039548]"
15384,"[11660090, 12657894, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442]"
15391,"[11659220, 11659212, 12658302, 11360854, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618]"
15392,"[12406872, 13039846, 12658332, 12658556, 13039650, 12360426, 13039024, 14122832, 13039516, 12407770]"
15399,"[12360426, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442, 13039548]"
15411,"[12360404, 13650178, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442]"
15425,"[12407388, 11659022, 12657748, 11659934, 12407248, 12657644, 11659204, 11659158, 12360426, 13039024]"
15426,"[12407774, 13033180, 12658318, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540]"
15446,"[13039848, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442, 13039548]"
15466,"[12407030, 13038826, 13039080, 12407780, 12658620, 12407926, 12658618, 12360426, 13039024, 14122832]"
15498,"[12658386, 11659538, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442]"
15511,"[12406970, 12407934, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442]"
15519,"[13650200, 12658580, 12657560, 11407262, 12322648, 12360426, 13039024, 14122832, 13039516, 12407770]"
15520,"[12657380, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442, 13039548]"
15522,"[13038648, 12658512, 11659860, 12407790, 12657500, 12371374, 12360426, 13039024, 14122832, 13039516]"
15523,"[12407400, 11237196, 11659190, 12407382, 12407398, 12407354, 11659432, 11659240, 12407926, 12360426]"
15535,"[13039084, 13039100, 13039078, 12658446, 12658400, 12360426, 13039024, 14122832, 13039516, 12407770]"
15537,"[11245914, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442, 13039548]"
15539,"[11659154, 11361010, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442]"
15558,"[12658262, 12658302, 12658252, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540]"
15569,"[13039102, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442, 13039548]"
15574,"[12658428, 11659918, 12406932, 11659530, 12371376, 12658502, 12407792, 12407832, 12657378, 12360426]"
15578,"[12658212, 12658502, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442]"
15583,"[13039534, 13039898, 13039490, 11659686, 13039800, 12360426, 13039024, 14122832, 13039516, 12407770]"
15597,"[13039618, 13039528, 12657766, 12658482, 11659180, 12657684, 12658336, 12658368, 12658488, 12658436]"
15608,"[13039704, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442, 13039548]"
15634,"[12995880, 13017340, 12995876, 12657552, 12658564, 12657732, 12360426, 13039024, 14122832, 13039516]"
15642,"[12658512, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442, 13039548]"
15654,"[11659998, 11360680, 11659466, 11659236, 11659884, 12360428, 12360426, 13039024, 14122832, 13039516]"
15661,"[12407742, 11659432, 13038946, 13039076, 11659534, 11659666, 11659690, 12360426, 13039024, 14122832]"
15677,"[12407676, 12658442, 13039780, 13039518, 12658406, 11360778, 12658502, 11659882, 13039846, 12360426]"
15697,"[12360400, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442, 13039548]"
15698,"[12407688, 12407116, 11407340, 12407174, 12407158, 12407154, 12407730, 12360426, 13039024, 14122832]"
15717,"[11659514, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442, 13039548]"
15724,"[12658476, 12658446, 11659750, 12658406, 11659852, 12360426, 13039024, 14122832, 13039516, 12407770]"
15728,"[12407442, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442, 13039548]"
15740,"[11148922, 13039102, 11660166, 12407176, 13038934, 13038938, 13039846, 13039840, 13039774, 13039518]"
15746,"[13038848, 12406886, 11659236, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540]"
15763,"[12322664, 12371376, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442]"
15788,"[12407728, 12371308, 12657794, 11659346, 12407780, 12360444, 11714538, 13039516, 13039646, 12658412]"
15789,"[12407730, 11659854, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442]"
15790,"[12658620, 12407134, 12657366, 11659956, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618]"
15793,"[11659934, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442, 13039548]"
15799,"[12407388, 11659048, 12407158, 12658048, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618]"
15802,"[12658306, 12371376, 11714540, 12371378, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618]"
15804,"[12407690, 13039566, 12658386, 11659520, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618]"
15805,"[13653702, 11660250, 12658418, 12658600, 12658542, 12360426, 13039024, 14122832, 13039516, 12407770]"
15814,"[12407398, 11148984, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442]"
15819,"[13039840, 13039524, 13039476, 11660122, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618]"
15821,"[14122832, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442, 13039548]"
15843,"[12407392, 12995908, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442]"
15884,"[12657766, 13038868, 12657720, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540]"
15901,"[11659586, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442, 13039548]"
15908,"[13038160, 12658080, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442]"
15911,"[11659138, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442, 13039548]"
15934,"[11659566, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442, 13039548]"
15936,"[11407142, 11407382, 11659632, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540]"
16031,"[12360450, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442, 13039548]"
16032,"[12658502, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442, 13039548]"
16039,"[12407038, 12407730, 11659206, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540]"
16047,"[12407926, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442, 13039548]"
16065,"[12407534, 12407028, 13064966, 12360426, 12406906, 12360426, 13039024, 14122832, 13039516, 12407770]"
16078,"[13039518, 12657386, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442]"
16081,"[12657568, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442, 13039548]"
16089,"[12360428, 11360778, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442]"
16095,"[11360708, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442, 13039548]"
16137,"[14122832, 13039550, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442]"
16143,"[11460766, 11461004, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442]"
16144,"[12658684, 12658350, 11659044, 12657656, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618]"
16195,"[12658404, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442, 13039548]"
16198,"[12371268, 11407102, 11660028, 11360722, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618]"
16217,"[11659736, 12360454, 11659706, 11659520, 12322646, 12658364, 12658106, 12657628, 12407754, 12360426]"
16225,"[13653656, 12407732, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442]"
16237,"[12407734, 12407810, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442]"
16238,"[13039814, 13039032, 13039020, 12406904, 12407730, 13039656, 12407340, 13038938, 12407338, 12407498]"
16291,"[12658618, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442, 13039548]"
16306,"[12657606, 12657790, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442]"
16328,"[13038816, 11659218, 12696914, 12657724, 13038650, 12407594, 12658104, 12407696, 11141644, 12407568]"
16329,"[12407154, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442, 13039548]"
16346,"[11659860, 12657778, 12657590, 12407672, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618]"
16359,"[11659958, 12658002, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442]"
16375,"[12407648, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442, 13039548]"
16450,"[11407412, 11659934, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442]"
16452,"[12657442, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442, 13039548]"
16470,"[12407400, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442, 13039548]"
16471,"[11659958, 12360390, 12988604, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540]"
16479,"[11659860, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442, 13039548]"
16503,"[13039848, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442, 13039548]"
16518,"[11659302, 12407592, 12407458, 12657616, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618]"
16524,"[12360438, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442, 13039548]"
16528,"[11659110, 12657640, 12658212, 12407416, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618]"
16534,"[13038978, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442, 13039548]"
16539,"[12407386, 12396560, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442]"
16541,"[12406904, 12406930, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442]"
16561,"[12371376, 12371378, 11659240, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540]"
16566,"[11659918, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442, 13039548]"
16588,"[11659628, 13039026, 13039076, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540]"
16598,"[12407522, 12657760, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442]"
16605,"[13038962, 13039876, 13039878, 12396550, 12407198, 12658186, 12658510, 12406986, 12657638, 12657642]"
16611,"[13038866, 13039830, 12658104, 12658550, 11659764, 12371336, 11659902, 12322666, 11659552, 11659646]"
16645,"[12407834, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442, 13039548]"
16655,"[12658302, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442, 13039548]"
16671,"[13039508, 13038826, 13038820, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540]"
16672,"[13039106, 12658418, 12360376, 12657436, 12371248, 11407478, 12360426, 13039024, 14122832, 13039516]"
16688,"[13038854, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442, 13039548]"
16695,"[11660136, 12406998, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442]"
16698,"[12658042, 11659250, 12407212, 12396556, 12360390, 11659878, 11351668, 11407356, 12407214, 12658614]"
16704,"[11714588, 11659954, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442]"
16706,"[12658108, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442, 13039548]"
16707,"[13039532, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442, 13039548]"
16723,"[12371244, 11659838, 11659220, 12407400, 11361056, 12360422, 11659688, 12407012, 12657440, 11407356]"
16724,"[11659432, 11659954, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442]"
16727,"[12658466, 12407616, 12657444, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540]"
16733,"[12658502, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442, 13039548]"
16735,"[12657636, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442, 13039548]"
16740,"[11407198, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442, 13039548]"
16778,"[13039720, 13038858, 13038966, 13038880, 13038650, 12360426, 13039024, 14122832, 13039516, 12407770]"
16779,"[13039530, 13039742, 11407264, 13039496, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618]"
16784,"[12406996, 12407526, 12657730, 12406958, 12371246, 12371338, 12360426, 13039024, 14122832, 13039516]"
16809,"[12696928, 12407278, 12406880, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540]"
16827,"[12658402, 12658104, 13038876, 13039078, 13038942, 13038958, 13038826, 12658142, 13039080, 12658616]"
16832,"[12657658, 11659562, 11659654, 12658348, 12658504, 11714574, 12360426, 13039024, 14122832, 13039516]"
16842,"[11659524, 12658404, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442]"
16849,"[11407114, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442, 13039548]"
16871,"[11659216, 11652758, 11141330, 12657554, 11659236, 12360426, 13039024, 14122832, 13039516, 12407770]"
16891,"[11659106, 12407534, 11481076, 12658092, 12658302, 12407924, 12371378, 12658340, 12406918, 12360426]"
16906,"[11659964, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442, 13039548]"
16916,"[12407498, 12406928, 12657372, 12407022, 12407324, 12360426, 13039024, 14122832, 13039516, 12407770]"
16919,"[13039546, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442, 13039548]"
16922,"[12360426, 11658994, 11659284, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540]"
16942,"[11461040, 12407468, 12658244, 12658430, 12360426, 11659918, 12407370, 12360426, 13039024, 14122832]"
16958,"[12657900, 12658054, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442]"
16963,"[12658260, 13039540, 12407154, 13039602, 13649990, 11460682, 12657534, 12658150, 12360444, 12371388]"
16965,"[12947662, 11360692, 11360654, 12407218, 13653702, 12407080, 12360426, 13039024, 14122832, 13039516]"
16969,"[11659878, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442, 13039548]"
16987,"[11660104, 12657532, 11145702, 11660226, 11660044, 12360426, 13039024, 14122832, 13039516, 12407770]"
17015,"[12371244, 12658258, 12407692, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540]"
17023,"[11659578, 12658398, 12407790, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540]"
17029,"[12406904, 12437326, 12657562, 11659552, 11714576, 11659620, 11147290, 12360380, 12657622, 12360426]"
17033,"[11407382, 11659122, 12371286, 11360894, 11659358, 11659366, 11603772, 12407380, 11139192, 11139194]"
17034,"[12658260, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442, 13039548]"
17039,"[11659030, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442, 13039548]"
17042,"[12657550, 11659110, 13039482, 11659102, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618]"
17083,"[12658038, 11714462, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442]"
17084,"[11361056, 11659146, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442]"
17093,"[14122820, 13064966, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442]"
17096,"[12657656, 12657510, 11460676, 12657572, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618]"
17097,"[11659958, 11659218, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442]"
17115,"[11659288, 11659422, 11407216, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540]"
17137,"[13039774, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442, 13039548]"
17140,"[12658544, 12657732, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442]"
17147,"[12657580, 12407776, 12407672, 12658604, 11659950, 12360426, 13039024, 14122832, 13039516, 12407770]"
17168,"[11659026, 11714428, 12657432, 12658534, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618]"
17174,"[12657774, 12658604, 12658614, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540]"
17190,"[12406874, 11603772, 12406894, 11659144, 11658944, 12407390, 12407382, 11659246, 12360426, 13039024]"
17204,"[12657482, 11659332, 12657772, 12657774, 12658320, 12657372, 12658406, 12658298, 13038858, 12658448]"
17240,"[12658044, 11714458, 12407772, 12407042, 12407792, 12658316, 12658604, 12407354, 11659918, 12360426]"
17252,"[12407792, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442, 13039548]"
17258,"[13039658, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442, 13039548]"
17267,"[12696926, 12406936, 13039846, 13039844, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618]"
17281,"[12658118, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442, 13039548]"
17282,"[13202658, 12406872, 12995906, 12407794, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618]"
17284,"[13039516, 13039646, 12407880, 12658676, 12658362, 12360426, 13039024, 14122832, 13039516, 12407770]"
17291,"[13039846, 11659068, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442]"
17294,"[11659822, 11659804, 12658344, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540]"
17304,"[12407678, 11659564, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442]"
17314,"[13039526, 13039650, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618, 13039540, 13039442]"
17320,"[12407158, 11714700, 12407110, 12407774, 12360426, 13039024, 14122832, 13039516, 12407770, 13039618]"
